Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Q2.2,sch.l,sch.c,sch.d,dep.l,dep.c,dep.d,bp.l,bp.c,bp.d,md.l,md.c,md.d,anorexia.l,anorexia.c,anorexia.d,bulimia.l,bulimia.c,bulimia.d,ptsd.l,ptsd.c,ptsd.d,adhd.l,adhd.c,adhd.d,ocd.l,ocd.c,ocd.d,bpd.l,bpd.c,bpd.d,diabetes.l,diabetes.c,diabetes.d,tbi.l,tbi.c,tbi.d,dementia.l,dementia.c,dementia.d,epilepsy.l,epilepsy.c,epilepsy.d,ms.l,ms.c,ms.d,cerebralp.l,cerebralp.c,cerebralp.d,downsyn.l,downsyn.c,downsyn.d,tourette.l,tourette.c,tourette.d,alzheimer.l,alzheimer.c,alzheimer.d,parkinson.l,parkinson.c,parkinson.d,anxiety.l,anxiety.c,anxiety.d,suicide.l,suicide.c,suicide.d,panic.l,panic.c,panic.d,alcohol.l,alcohol.c,alcohol.d,substance.l,substance.c,substance.d,nicotine.l,nicotine.c,nicotine.d,meth.l,meth.c,meth.d,cocaine.l,cocaine.c,cocaine.d,heroin.l,heroin.c,heroin.d,gambling.l,gambling.c,gambling.d,asd.l,asd.c,asd.d,aspberger.l,aspberger.c,aspberger.d,asthma.l,asthma.c,asthma.d,narcolepsy.l,narcolepsy.c,narcolepsy.d,insomnia.l,insomnia.c,insomnia.d,dyslexia.l,dyslexia.c,dyslexia.d,cte.l,cte.c,cte.d,fragilex.l,fragilex.c,fragilex.d,genetic.l,genetic.c,genetic.d,neurological.l,neurological.c,neurological.d,Are you a native English speaker?,What is your age? - years,What is your gender?,What is your ethnicity? - Selected Choice,What is your ethnicity? - Other (please specify): - Text,How politically liberal or conservative are you? - SOCIAL ISSUES,How politically liberal or conservative are you? - ECONOMIC ISSUES,Have you or a loved one ever been diagnosed with a mental illness? - Selected Choice,Have you or a loved one ever been diagnosed with a mental illness? - Yes (please specify): - Text,"If you have any comments, please enter them here:"
4/19/19 12:38,4/19/19 12:40,IP Address,162.198.201.8,100,142,TRUE,4/19/19 12:40,R_RENpWNht7p4BjMZ,,,,,35.96099854,-78.92910004,anonymous,EN,Accept,61,,,,,,53,,,56,,,,,,69,,,,,,,,,66,,,,,,,73,,,29,,,,,,,,,,,,19,,,,,,58,,,30,,,,,,,,,39,,,64,,,30,,,32,,,,,,,,,,,,34,,,,,,,,,,,,,,,,19,,,27,,,10,,,36,,,35,,,,,,,Yes,43,Male,White,,Liberal,Liberal,No,,Thank you
4/19/19 12:38,4/19/19 12:40,IP Address,71.183.84.183,100,134,TRUE,4/19/19 12:40,R_w81aLjiNqeL8n8B,,,,,41.0381012,-73.85970306,anonymous,EN,Accept,6,,,22,,,9,,,,,,6,,,,,,7,,,,,,,,,,,,,,,,,,,,5,,,,,,8,,,,,,10,,,,,,3,,,37,,,,6,,,,,,0,,,,,,10,,,,,,0,,,90,,,,,,,,,,60,,,,,,49,,,,,,,,,44,,,50,,,50,,,,,Yes,42,Female,White,,Very Liberal,Very Liberal,No,,
4/19/19 12:38,4/19/19 12:40,IP Address,199.168.243.192,100,156,TRUE,4/19/19 12:40,R_2c5xhbVKpoJB14B,,,,,37.75100708,-97.8219986,anonymous,EN,Accept,,,77,,,43,,,0,,,65,,,,,,,,,,,,22,,,,,,,,,0,,,0,,,,,,,,,,,,20,,,,,,,,,0,,,0,,,,28,,,0,,,0,,,,,,,,,,,,,,,51,,,0,,,,,10,,,0,,,0,,,,,,0,,,1,,,,,,,,,,,,,Yes,32,Male,White,,Neither Liberal nor Conservative,Neither Liberal nor Conservative,No,,
4/19/19 12:38,4/19/19 12:40,IP Address,73.2.54.96,100,122,TRUE,4/19/19 12:40,R_w1trkPHsSmckEg1,,,,,37.91859436,-121.3132019,anonymous,EN,Accept,,,,,25,,,18,,,,,,20,,,,,,18,,,,,,,,,9,,51,,,,,,,,,,,,,,,31,,,30,,,,,,22,,,31,,,27,,,,,,,,,,,,,,,17,,,22,,,4,,,,,,28,,,14,,,,,,,,,51,,,,,,7,,,,,,,,,6,,,14,,,Yes,25,Male,American Indian or Alaskan Native,,Somewhat Liberal,Liberal,No,,
4/19/19 12:38,4/19/19 12:40,IP Address,172.58.25.100,100,149,TRUE,4/19/19 12:40,R_cwj3Oq85ED3USXL,,,,,34.11470032,-117.3844986,anonymous,EN,Accept,,,,41,,,38,,,,,,51,,,,,,,,,,,,60,,,37,,,,,,,,,,,20,,,72,,,,,,,,,51,,,39,,,,,,20,,40,,,41,,,40,,,,,,,,,,,,20,,,18,,,,,,,,70,,,62,,,,,,,,,,,,,,,70,,,51,,,81,,,,,,Yes,31,Male,White,,Somewhat Liberal,Somewhat Liberal,No,,
4/19/19 12:38,4/19/19 12:40,IP Address,167.177.39.7,100,154,TRUE,4/19/19 12:40,R_1GDHPk9qTevtVuj,,,,,44.94270325,-93.28710175,anonymous,EN,Accept,89,,,95,,,,,,93,,,95,,,,,,,,,92,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,2,,,,,,3,,,2,,,4,,,,,,94,,,21,,,,,,95,,,,,,,,,19,,,,94,,,3,,,3,,,,,,,,,,,,95,,,,,,94,,,,,,Yes,32,Female,White,,Liberal,Liberal,Yes (please specify):,anxiety and depression,
4/19/19 12:39,4/19/19 12:41,IP Address,198.27.175.244,100,89,TRUE,4/19/19 12:41,R_22XJ2qjZt645h20,,,,,37.75619507,-122.4866028,anonymous,EN,Accept,24,,,,,,,,,45,,,,,,,,,45,,,,,,8,,,1,,,,,,,3,,,0,,,,,,,,,3,,,,,,1,,,7,,,,,,72,,,,,,,,,0,,,,,,2,,,,,,,,,0,,,28,,,,,,,,,,,58,,,45,,,37,,,51,,,33,,,,,,,,,Yes,30,Male,White,,Neither Liberal nor Conservative,Neither Liberal nor Conservative,No,,
4/19/19 12:38,4/19/19 12:41,IP Address,45.59.17.12,100,167,TRUE,4/19/19 12:41,R_3rVqtdq3JDBYXxG,,,,,40.74279785,-73.97119904,anonymous,EN,Accept,,,,,,,,,63,,,,,,,,,,,,82,,,65,,,71,,,76,,71,,,53,,,70,,,55,,,,,,69,,,,,,,,,,,,,,,,31,,,90,,,,,,,,,66,,,,,,,,,,,,72,,,64,,,,,,,,,69,,,,,,95,,,69,,,67,,,,,,,,,63,Yes,26,Male,White,,Liberal,Somewhat Liberal,No,,nothing to say
4/19/19 12:38,4/19/19 12:41,IP Address,107.208.243.132,100,130,TRUE,4/19/19 12:41,R_2ahsYN9EPPlcIft,,,,,31.83779907,-106.538002,anonymous,EN,Accept,,90,,,82,,,83,,,,,,,,,75,,,,,,80,,,,,,,,,41,,,,,,,,,33,,,,,,,,,75,,,37,,,,,,90,,,,,,,,,,77,,,82,,,77,,,,,,,,,100,,,8,,,,34,,,76,,,84,,,,,,,,,81,,,,,,,,,29,,,,,,Yes,29,Male,White,,Liberal,Liberal,No,,Very Engaging
4/19/19 12:38,4/19/19 12:41,IP Address,69.244.160.152,100,165,TRUE,4/19/19 12:41,R_3fBOte3QHHBEQLB,,,,,42.76049805,-83.40399933,anonymous,EN,Accept,,,,,,,,,,,,0,,,,,,,,,5,,,0,,,0,,,0,,,0,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,0,,,,,,,26,,,5,,,,,,,,,,,,51,,,50,,,51,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,0,,,0,Yes,37,Female,White,,Very Liberal,Very Liberal,No,,
4/19/19 12:38,4/19/19 12:41,IP Address,63.249.62.177,100,176,TRUE,4/19/19 12:41,R_2cu5d7aDxnxAR22,,,,,33.83030701,-118.3795013,anonymous,EN,,,,,,,,,,,,,72,,,64,,,39,,,,,,,,,78,,,55,,45,,,,,,32,,,,,,72,,,,,,31,,,47,,,,,,,,43,,,17,,,43,,,29,,,,,,,,,,,,,,,85,,,,,,,,,,,45,,,,,,38,,,,,,44,,,39,,,,,,,,,66,Yes,28,Female,White,,Very Liberal,Very Liberal,Yes (please specify):,depression,n/a
4/19/19 12:38,4/19/19 12:41,IP Address,108.22.200.114,100,189,TRUE,4/19/19 12:41,R_2vYaJiymfDthV6C,,,,,39.6342926,-77.73370361,anonymous,EN,Accept,,89,,,,,,,,,88,,,90,,,94,,,,,,89,,,,,,,,,,,100,,,,,,,,,92,,,94,,,94,,,86,,,,,,,,,,88,,,,,,78,,,68,,,59,,,,,,51,,,,,,,,,,,93,,,,,,95,,,,,,83,,,95,,,,,,81,,,,,,,,,Yes,32,Female,White,,Very Liberal,Neither Liberal nor Conservative,Yes (please specify):,"cousin, bipolar",thank you
4/19/19 12:38,4/19/19 12:41,IP Address,98.207.67.232,100,154,TRUE,4/19/19 12:41,R_1ghWY768V61KEbI,,,,,37.35119629,-121.8845978,anonymous,EN,Accept,,,,,,,,,,19,,,,,,,,,39,,,75,,,67,,,78,,,,,,25,,,31,,,,,,60,,,,,,56,,,,,,,,,62,,,70,,,,,,35,,,25,,,22,,,,,,,,,,,,,,,23,,,,70,,,,,,,,,30,,,,,,31,,,30,,,24,,,,,,,,Yes,25,Male,Hispanic or Latino/a,,Liberal,Liberal,No,,"No comments, was interesting "
4/19/19 12:38,4/19/19 12:41,IP Address,104.238.215.225,100,153,TRUE,4/19/19 12:41,R_pzLKIafBM22bFnz,,,,,40.74940491,-73.96640015,anonymous,EN,Accept,,,,,,,,,76,,,81,,,39,,,,,,51,,,61,,,,,,,,,,,,,,,,,,,,51,,,,,,62,,,27,,,51,,,67,,,,,,,51,,,39,,,,,,,,,,,,,,,51,,,36,,,51,,,,,,,,,63,,,69,,,79,,,51,,,,,,,,,42,,,,Yes,23,Female,Black or African American,,Neither Liberal nor Conservative,Neither Liberal nor Conservative,No,,happy
4/19/19 12:39,4/19/19 12:41,IP Address,35.129.74.217,100,127,TRUE,4/19/19 12:41,R_3Eteg6ufJt6Qx8F,,,,,34.23719788,-116.8276978,anonymous,EN,Accept,,,,,,34,,,,,,55,,,,,,0,,,35,,,,,,6,,,,,,,,,,,,,,,,50,,,,,,56,,,28,,,45,,,40,,,44,,,,,,,,,43,,,,,,60,,,,,,22,,,,,,30,,,,,,,,0,,,,,,0,,,0,,,0,,,,,,20,,,,,,,Yes,39,Male,Asian,,Liberal,Somewhat Liberal,No,,
4/19/19 12:38,4/19/19 12:41,IP Address,75.12.93.25,100,206,TRUE,4/19/19 12:41,R_phfzerNldeLOrLP,,,,,42.96560669,-85.65000153,anonymous,EN,Accept,,,,,60,,,50,,,,,,50,,,,,,,,,52,,,,,,70,,,,50,,,56,,,,,,60,,,,,,50,,,15,,,,,,,,,,,,,,,,,,,,,73,,,,,,49,,,100,,,100,,,,,,56,,,,,20,,,60,,,,,,,,,40,,,35,,,,,,40,,,,,Yes,30,Male,White,,Very Liberal,Very Liberal,No,,
4/19/19 12:38,4/19/19 12:41,IP Address,68.201.172.44,100,165,TRUE,4/19/19 12:41,R_2WxyeFOHJEc3xd0,,,,,26.21400452,-98.3266983,anonymous,EN,Accept,,,,,,,53,,,,,,60,,,56,,,70,,,,,,,,,43,,,69,,,51,,,,,,,,,32,,,19,,,72,,,,,,,,,,,,,,,,,,32,,,,,,85,,,,,,81,,,90,,,86,,,,,,,,,,,24,,,,,,,,,,,,11,,,24,,,18,,,14,,,,Yes,39,Male,Hispanic or Latino/a,,Very Conservative,Very Conservative,No,,cool beans 
4/19/19 12:38,4/19/19 12:41,IP Address,73.140.210.86,100,169,TRUE,4/19/19 12:41,R_27eQuNO4OOuhZox,,,,,47.15910339,-122.5485001,anonymous,EN,Accept,,2,,,19,,,40,,,16,,,,,,,,,,,,,,,79,,,,,,68,,,7,,,11,,,,,,68,,,,,,63,,,,,,,,,,,,,6,,,18,,,60,,,94,,,,,,,,,,,,87,,,,,,,,,,,87,,,90,,,,,,,,,89,,,13,,,36,,,,,,,,Yes,40,Female,White,,Somewhat Liberal,Somewhat Conservative,No,,
4/19/19 12:38,4/19/19 12:41,IP Address,69.176.23.15,100,192,TRUE,4/19/19 12:41,R_1gcjEvnbXUmDVbb,,,,,37.22459412,-82.72280121,anonymous,EN,Accept,,75,,,,,,66,,,85,,,6,,,,,,,,,59,,,,,,,,,,,,,75,,,,,,19,,,15,,,15,,,,,,,,,12,,,,36,,,,,,61,,,,,,,,,,,,84,,,,,,64,,,15,,,,,,25,,,,,,,,,,,,37,,,14,,,25,,,,,,69,,,Yes,31,Male,White,,Somewhat Liberal,Somewhat Conservative,No,,No problems.
4/19/19 12:38,4/19/19 12:41,IP Address,75.4.216.39,100,201,TRUE,4/19/19 12:41,R_3egUYOWvo1Er7jP,,,,,34.00340271,-84.46050262,anonymous,EN,Accept,,,,,,32,,,,,,,,,,,,12,,,42,,,20,,,13,,,,54,,,37,,,,,,55,,,,,,52,,,54,,,,,,,,,,,,,,14,,,75,,,,,,,,,52,,,,,,,,,,,,29,,,11,,,,,,,,,,,45,,,46,,,5,,,,,,,,,41,,,42,,Yes,39,Male,White,,Liberal,Somewhat Conservative,No,,
4/19/19 12:39,4/19/19 12:41,IP Address,128.249.96.88,100,135,TRUE,4/19/19 12:41,R_0Apo9GB3skwutfX,,,,,29.70410156,-95.40100098,anonymous,EN,Accept,,,60,,,,,,,,,,,,,,,30,,,60,,,40,,,,,,80,20,,,80,,,80,,,,,,,,,20,,,70,,,,,,,,,,,,,,,,,,,40,,,50,,,,,,,,,10,,,10,,,10,,,,,,,,,,,,,,10,,,,,,80,,,,,,40,,,90,,,30,,,Yes,25,Female,Other (please specify):,White and Asian,Somewhat Conservative,Somewhat Liberal,No,,
4/19/19 12:38,4/19/19 12:41,IP Address,24.194.12.204,100,232,TRUE,4/19/19 12:41,R_25NSaLWmuBCN9E1,,,,,42.10009766,-73.36109924,anonymous,EN,Accept,,,,,,,,54,,,51,,,43,,,39,,,62,,,,,,,,,,,42,,,,,,32,,,,,,,,,58,,,60,,,,,,,,,42,,,,44,,,,,,72,,,37,,,,,,39,,,,,,,,,50,,,,,,,,,,,32,,,44,,,,,,55,,,,,,63,,,71,,,,,,Yes,23,Male,White,,Somewhat Conservative,Somewhat Liberal,No,,
4/19/19 12:39,4/19/19 12:41,IP Address,73.208.246.176,100,163,TRUE,4/19/19 12:41,R_sQZeJRQf19mbCh3,,,,,41.80549622,-89.70539856,anonymous,EN,Accept,,,,,,5,,,20,,,30,,,,,,5,,,,,,5,,,,,,,,,,,50,,,,,,,,,40,,,35,,,12,,,,,,,,,50,,,,,,,,,,,,,20,,,10,,,,,,35,,,18,,,15,,,,40,,,50,,,50,,,50,,,,,,,,,50,,,,,,,,,,,,Yes,38,Male,White,,Very Liberal,Very Liberal,No,,
4/19/19 12:39,4/19/19 12:42,IP Address,73.37.237.131,100,140,TRUE,4/19/19 12:42,R_1DIqkN2YL3uwY9n,,,,,44.89849854,-92.92299652,anonymous,EN,Accept,,,,,,27,,,,,,,,,,,,11,,,,,,15,,,31,,,57,,,,16,,,42,,,87,,,66,,,70,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,89,,,35,,,78,,,,,,68,,,,,,94,,,100,,,100,,,92,,,,,,25,,,,,,,,,,,Yes,27,Male,White,,Liberal,Neither Liberal nor Conservative,No,,
4/19/19 12:38,4/19/19 12:42,IP Address,173.21.49.142,100,195,TRUE,4/19/19 12:42,R_4N4wP6BTEfuTgul,,,,,30.6197052,-87.88950348,anonymous,EN,Accept,,,70,,,60,,,60,,,,,,,,,60,,,,,,,,,30,,,,,95,,,70,,,60,,,,,,,,,70,,,30,,,,,,,,,,,,,,,60,,,50,,,51,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,51,,,70,,,51,,,,,,,,,,,,,,,Yes,41,Female,Asian,,Neither Liberal nor Conservative,Neither Liberal nor Conservative,Yes (please specify):,,
4/19/19 12:38,4/19/19 12:42,IP Address,184.14.145.221,100,234,TRUE,4/19/19 12:42,R_3niKEfVVqh1ukUp,,,,,38.44290161,-81.48040009,anonymous,EN,Accept,,48,,,,,,,,,75,,,,,,,,,81,,,,,,86,,,52,,,,,,,,,,,,,,,73,,,,,,40,,,88,,,71,,,84,,71,,,93,,,,,,,,,,,,,,,19,,,13,,,,,,93,,,,,,,,,,,92,,,52,,,41,,,,,,,,,51,,,,,,51,Yes,58,Female,White,,Very Conservative,Very Conservative,No,,
4/19/19 12:39,4/19/19 12:42,IP Address,70.44.106.169,100,172,TRUE,4/19/19 12:42,R_2PAQaJcThpgkU3t,,,,,40.12219238,-76.7736969,anonymous,EN,Accept,,,,,39,,,,,,27,,,53,,,,,,,,,45,,,,,,25,,,,34,,,,,,,,,56,,,,,,,,,,,,73,,,45,,,36,,,,10,,,,,,47,,,100,,,100,,,,,,100,,,,,,,,,,,,,,,,,17,,,28,,,,,,,,,57,,,33,,,,,,76,Yes,19,Male,White,,Liberal,Somewhat Conservative,Yes (please specify):,Depression and ADHD,
4/19/19 12:40,4/19/19 12:42,IP Address,74.98.226.249,100,108,TRUE,4/19/19 12:42,R_3qxKY3kY8V0feol,,,,,40.47250366,-79.9108963,anonymous,EN,Accept,,,,,37,,,19,,,,,,,,,,,,14,,,,,,44,,,19,,,,,,0,,,,,,,,,,,,8,,,4,,,16,,,,,,1,,,45,,,30,,,32,,,,,,,,,42,,,,,,,,,,,,64,,,,,,,,,72,,,59,,,66,,,,,,24,,,18,,,,,,,,Yes,30,Male,White,,Very Liberal,Very Liberal,No,,
4/19/19 12:39,4/19/19 12:42,IP Address,96.58.142.231,100,173,TRUE,4/19/19 12:42,R_3nTUj1Pl2x5Mclb,,,,,27.78889465,-82.71920013,anonymous,EN,Accept,,,62,,,42,,,63,,,,,,,,,26,,,65,,,,,,,,,,,,3,,,,,,26,,,11,,,,,,,,,6,,,40,,,,,,,,,,29,,,,,,,,,,,,71,,,27,,,22,,,21,,,,,,,,,,,,,,,,29,,,37,,,36,,,,,,51,,,,,,44,,Yes,33,Male,White,,Very Conservative,Very Conservative,Prefer not to answer,,ty
4/19/19 12:38,4/19/19 12:42,IP Address,74.66.215.59,100,247,TRUE,4/19/19 12:42,R_dbPFH0qOIkn43Hr,,,,,40.7855072,-73.84500122,anonymous,EN,Accept,,61,,,91,,,,,,,,,77,,,,,,,,,82,,,92,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,0,80,,,25,,,,,,,,,71,,,,,,,,,84,,,,,,66,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,0,,,2,Yes,29,Male,White,,Liberal,Liberal,Yes (please specify):,"Generalized anxiety, bipolar disorder, depression, suicidalness, SAD",
4/19/19 12:38,4/19/19 12:42,IP Address,172.58.25.100,100,228,TRUE,4/19/19 12:42,R_d0jf9Ss9sjgVOCd,,,,,34.11470032,-117.3844986,anonymous,EN,Accept,,,,,,28,,,,,,68,,,28,,,20,,,,,,33,,,,,,,,63,,,,,,25,,,,,,24,,,23,,,,,,,,,,,,39,,,41,,,37,,,,,,,,,24,,,,,,,,,26,,,19,,,,,69,,,71,,,,,,70,,,,,,,,,70,,,51,,,,,,,,,Yes,27,Male,White,,Somewhat Liberal,Somewhat Liberal,No,,
4/19/19 12:38,4/19/19 12:42,IP Address,108.240.152.150,100,206,TRUE,4/19/19 12:42,R_e9w31s72hgb4p8Z,,,,,35.98570251,-120.8611984,anonymous,EN,Accept,,,100,,,0,,,,,,0,,,,,,,,,80,,,0,,,,,,,,,,,,,,20,,,,,,75,,,45,,,71,,,,,,10,,,,,,100,,,100,,,,,,30,,,,,,,,,,,,0,,,0,,,,,,,,,,0,,,0,,,,,,,,,0,,,50,,,50,,,,,,,Yes,24,Female,Hispanic or Latino/a,,Somewhat Conservative,Somewhat Conservative,No,,
