Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,.,"In your opinion, how *unpredictable* is this person? - How unpredictable?","In your opinion, how *sincere* is this person? - How sincere?","In your opinion, how *dangerous* is this person? - How dangerous?","In your opinion, how *trustworthy* is this person? - How trustworthy?","In your opinion, how *friendly* is this person? - How friendly?","In your opinion, how *helpless* is this person? - How helpless?","In your opinion, how *moral* is this person? - How moral?","In your opinion, how *understanding* is this person? - How understanding?","In your opinion, how *intelligent* is this person? - How intelligent?","In your opinion, how *skilled* is this person? - How skilled?","In your opinion, how *confident* is this person? - How confident?","In your opinion, how *creative* is this person? - How creative?","In your opinion, how *capable* is this person? - How capable?","In your opinion, how *angry* is this person? - How angry?","In your opinion, how *desirable* is this person? - How desirable?","In your opinion, how *embarrassed* is this person? - How embarrassed?","In your opinion, how *joyful* is this person? - How happy?",What is 2 + 4 equal to? - Equal to?,"In your opinion, how *isolated* is this person? - How isolated?","In your opinion, how *violent* is this person? - How violent?","In your opinion, how *successful* is this person? - How successful?","In your opinion, how *unpredictable* is this person? - How unpredictable?","In your opinion, how *sincere* is this person? - How sincere?","In your opinion, how *dangerous* is this person? - How dangerous?","In your opinion, how *trustworthy* is this person? - How trustworthy?","In your opinion, how *friendly* is this person? - How friendly?","In your opinion, how *helpless* is this person? - How helpless?","In your opinion, how *moral* is this person? - How moral?","In your opinion, how *understanding* is this person? - How understanding?","In your opinion, how *intelligent* is this person? - How intelligent?","In your opinion, how *skilled* is this person? - How skilled?","In your opinion, how *confident* is this person? - How confident?","In your opinion, how *creative* is this person? - How creative?","In your opinion, how *capable* is this person? - How capable?","In your opinion, how *angry* is this person? - How angry?","In your opinion, how *desirable* is this person? - How desirable?","In your opinion, how *embarrassed* is this person? - How embarrassed?","In your opinion, how *joyful* is this person? - How joyful?",What is 1 + 3 equal to? - Equal to?,"In your opinion, how *isolated* is this person? - How isolated?","In your opinion, how *violent* is this person? - How violent?","In your opinion, how *successful* is this person? - How successful?",Are you a native English speaker?,What is your age? - years,What is your gender?,What is your ethnicity? - Selected Choice,What is your ethnicity? - Other (please specify): - Text,How politically liberal or conservative are you? - SOCIAL ISSUES,How politically liberal or conservative are you? - ECONOMIC ISSUES,"If you have any comments, please enter them here:"
2/27/19 11:08,2/27/19 11:11,0,64.98.48.139,100,190,1,2/27/19 11:11,R_21aIHbzowywys3P,,,,,39.58050537,-104.9011002,anonymous,EN,1,50,51,50,50,50,50,50,51,50,50,50,51,50,50,50,50,50,6,50,50,50,50,51,50,50,51,50,50,50,50,50,50,50,50,51,50,49,50,4,50,49,51,1,43,1,5,,3,3,There's not enough information with that simple description to give accurate impressions for the questions you asked
2/27/19 11:08,2/27/19 11:11,0,72.221.81.54,100,153,1,2/27/19 11:11,R_21nDGMCvJBFJy0k,,,,,41.77160645,-71.46589661,anonymous,EN,1,61,41,19,8,40,91,40,30,39,30,8,18,29,50,8,91,9,6,92,9,29,91,49,61,19,50,39,49,40,51,9,60,71,8,51,8,92,19,4,91,51,8,1,40,1,5,,5,5,
2/27/19 11:08,2/27/19 11:11,0,199.111.230.39,100,173,1,2/27/19 11:11,R_2Xh8xbmvenB5ktS,,,,,38.09359741,-78.56230164,anonymous,EN,1,3,46,2,74,44,47,54,15,85,74,18,72,100,29,75,74,52,6,11,0,59,48,3,63,2,20,3,52,51,71,64,60,58,15,40,49,59,23,4,7,95,39,1,39,1,5,,2,1,
2/27/19 11:08,2/27/19 11:11,0,174.193.144.2,100,180,1,2/27/19 11:11,R_1IgFXQ0ay7aBxXU,,,,,35.31930542,-80.74559784,anonymous,EN,1,50,80,29,50,70,50,80,62,71,70,19,71,71,30,60,60,8,6,10,19,60,71,61,52,29,51,50,72,56,67,69,40,81,61,43,50,70,51,4,19,39,61,1,27,1,5,,3,5,
2/27/19 11:08,2/27/19 11:11,0,24.238.85.173,100,206,1,2/27/19 11:11,R_1GQsdjznQ6Lp419,,,,,40.98599243,-75.24359894,anonymous,EN,1,51,91,1,92,88,20,98,95,98,90,11,95,98,34,90,52,22,6,35,11,87,24,76,7,59,94,54,55,28,85,48,71,94,49,24,41,72,31,4,38,37,10,1,28,2,2,,4,4,
2/27/19 11:08,2/27/19 11:11,0,107.77.201.229,100,157,1,2/27/19 11:11,R_2U4WUforsB738Ee,,,,,32.8697052,-96.93890381,anonymous,EN,1,2,84,4,91,78,7,82,75,78,82,2,55,90,11,76,45,1,6,92,4,81,60,83,15,87,83,5,82,81,81,52,15,88,84,17,48,14,8,4,87,21,50,1,43,2,5,,3,3,
2/27/19 11:09,2/27/19 11:11,0,208.87.234.180,100,131,1,2/27/19 11:11,R_1C8C7jy4UTYvvoQ,,,,,37.75100708,-97.8219986,anonymous,EN,1,94,87,23,82,62,30,84,45,85,81,23,78,62,19,22,47,33,6,90,23,50,98,85,94,48,75,63,87,78,78,72,46,63,67,29,38,81,52,4,82,91,61,1,30,1,5,,6,7,
2/27/19 11:09,2/27/19 11:11,0,129.112.109.41,100,149,1,2/27/19 11:11,R_vwso4z5x2nuIhTH,,,,,32.82519531,-96.83879852,anonymous,EN,1,17,69,10,68,64,46,68,69,76,72,31,73,75,22,70,83,11,6,83,10,60,31,69,14,62,72,21,75,68,73,68,54,65,63,23,71,45,61,4,44,23,59,1,33,1,5,,2,2,
2/27/19 11:08,2/27/19 11:11,0,76.180.67.64,100,214,1,2/27/19 11:11,R_2QYT5YcW67NcES1,,,,,42.92970276,-78.74340057,anonymous,EN,1,29,72,5,62,70,35,54,53,57,55,20,56,63,16,56,46,27,6,69,14,51,39,51,19,57,55,38,74,71,62,54,39,51,54,24,48,41,49,4,90,25,35,1,30,1,5,,1,2,
2/27/19 11:08,2/27/19 11:11,0,67.11.236.151,100,206,1,2/27/19 11:11,R_CmC3mvGOVK2vdqV,,,,,29.4598999,-98.74790192,anonymous,EN,1,51,82,51,50,52,93,51,52,100,92,56,51,100,51,50,71,45,6,100,50,100,100,50,81,25,51,54,50,51,87,51,50,95,51,51,50,75,50,4,51,52,46,1,33,2,4,,4,4,
2/27/19 11:08,2/27/19 11:11,0,71.93.128.196,100,167,1,2/27/19 11:11,R_3M9lFXUFy9yzCLH,,,,,34.13540649,-117.598999,anonymous,EN,1,32,47,11,51,20,42,34,62,10,24,75,23,59,39,73,40,30,6,65,17,12,29,57,43,11,15,12,20,22,16,8,21,52,24,38,23,24,22,4,62,32,25,1,33,2,3,,2,4,
2/27/19 11:09,2/27/19 11:11,0,68.8.0.195,100,127,1,2/27/19 11:11,R_0HxW94VSSFvZPpv,,,,,32.79159546,-116.9710007,anonymous,EN,1,64,28,56,32,22,71,38,39,52,43,38,17,43,54,30,74,27,6,82,47,41,92,56,45,16,22,79,18,47,47,33,36,70,21,84,27,36,35,4,89,64,19,1,32,1,5,,7,7,
2/27/19 11:09,2/27/19 11:11,0,73.155.50.63,100,161,1,2/27/19 11:11,R_1nPIkUlPQL5KhES,,,,,30.21209717,-95.52629852,anonymous,EN,1,44,30,0,48,22,20,50,26,67,45,19,70,70,13,45,81,0,6,82,18,36,87,31,82,20,20,75,49,13,50,20,15,61,10,62,31,82,13,4,68,70,13,1,27,1,5,,2,2,
2/27/19 11:08,2/27/19 11:11,0,196.19.177.240,100,203,1,2/27/19 11:11,R_2RaVo9WWQMzYgTz,,,,,39.09970093,-94.57859802,anonymous,EN,1,84,75,80,81,90,74,85,92,81,85,93,93,84,84,90,72,86,6,68,88,71,85,82,81,83,95,71,74,73,83,77,86,93,76,69,62,89,62,4,69,76,87,1,27,2,5,,7,6,Good survey
2/27/19 11:08,2/27/19 11:11,0,68.82.74.124,100,204,1,2/27/19 11:11,R_Q691DaSCeCHEbBf,,,,,40.20840454,-74.82910156,anonymous,EN,1,22,42,29,20,42,58,16,31,50,43,17,34,20,29,35,55,24,6,81,20,44,79,50,68,16,30,25,50,13,50,50,70,71,14,56,18,13,50,4,65,50,11,1,31,1,5,,4,4,
2/27/19 11:08,2/27/19 11:11,0,204.225.208.7,100,209,1,2/27/19 11:11,R_2YhpVsLJ2fJAzMq,,,,,40.75999451,-73.53179932,anonymous,EN,1,61,62,30,36,49,81,57,40,40,51,5,19,59,65,11,61,7,6,61,30,30,87,11,76,14,43,81,50,42,29,30,31,62,6,55,5,4,38,4,79,62,4,1,41,2,2,,3,5,
2/27/19 11:08,2/27/19 11:11,0,205.197.219.74,100,220,1,2/27/19 11:11,R_RbiSwvBbsHNCsF3,,,,,38.73880005,-112.0744019,anonymous,EN,1,18,92,4,78,26,60,50,95,80,89,38,5,93,19,51,39,1,6,61,3,67,91,70,14,50,50,86,50,61,50,50,41,87,74,18,30,61,2,4,91,11,9,1,35,2,5,,7,7,
2/27/19 11:08,2/27/19 11:11,0,146.168.55.204,100,192,1,2/27/19 11:11,R_2En2YFu3SX0N2RU,,,,,41.13499451,-75.93759918,anonymous,EN,1,72,87,50,81,68,14,90,100,100,88,20,100,83,76,49,6,4,6,95,52,70,100,94,100,2,32,33,77,18,68,13,8,50,51,84,24,80,16,4,48,88,5,1,45,1,5,,7,7,
2/27/19 11:08,2/27/19 11:11,0,165.234.4.65,100,204,1,2/27/19 11:11,R_2OVeOdj1uTWEgG9,,,,,46.72309875,-100.6780014,anonymous,EN,1,69,61,11,51,24,52,67,71,72,71,14,70,49,11,56,59,8,6,64,7,28,82,20,62,11,16,69,50,22,60,43,30,74,28,60,30,42,9,4,39,38,17,1,48,2,5,,5,5,
2/27/19 11:08,2/27/19 11:11,0,75.129.255.11,100,217,1,2/27/19 11:11,R_2YWJ9MPLSLfSSyK,,,,,38.31700134,-88.91049957,anonymous,EN,1,43,35,8,35,37,10,41,33,47,37,6,41,48,15,11,40,10,6,62,14,42,67,27,19,41,14,74,44,15,19,24,14,37,25,38,9,69,17,4,67,31,26,1,37,1,5,,1,1,
2/27/19 11:08,2/27/19 11:11,0,206.128.242.9,100,222,1,2/27/19 11:12,R_2Emn1bP8DvyLjhA,,,,,28.93380737,-81.99140167,anonymous,EN,1,40,50,30,50,50,40,50,50,50,50,40,50,50,40,50,30,30,6,60,30,50,70,50,50,40,50,50,50,50,50,50,40,60,50,60,40,50,30,4,60,60,40,1,25,2,5,,1,2,
2/27/19 11:08,2/27/19 11:12,0,148.74.35.152,100,229,1,2/27/19 11:12,R_10q4JROAdjnccf1,,,,,41.32859802,-74.18849945,anonymous,EN,1,50,100,50,96,75,100,100,100,100,100,5,100,51,100,82,51,0,6,100,50,50,50,70,50,50,50,9,51,20,92,49,1,51,51,51,50,0,51,4,83,51,18,2,27,2,4,,1,1,
2/27/19 11:08,2/27/19 11:12,0,100.11.102.229,100,222,1,2/27/19 11:12,R_VIPxsa9V56ko6UV,,,,,40.23629761,-75.29599762,anonymous,EN,1,72,73,56,52,52,56,50,69,69,69,51,77,69,47,41,72,25,6,77,57,64,83,79,81,46,38,48,61,52,75,80,58,75,76,79,46,46,52,4,78,77,47,1,48,1,5,,4,4,
2/27/19 11:10,2/27/19 11:12,0,170.185.129.17,100,105,1,2/27/19 11:12,R_2WOlg4sxh5F66wp,,,,,36.86650085,-83.88880157,anonymous,EN,1,72,62,16,62,43,87,13,60,51,38,14,51,25,73,30,8,2,6,85,14,34,100,14,56,16,16,2,50,21,67,2,23,29,12,2,2,2,24,4,16,66,11,1,28,2,5,,6,6,
2/27/19 11:08,2/27/19 11:12,0,117.196.249.39,100,237,1,2/27/19 11:12,R_3NyB9ayKfxo7tjn,,,,,20,77,anonymous,EN,1,68,50,66,100,63,95,50,100,43,43,26,49,6,50,34,73,67,77,50,52,49,88,42,69,76,33,77,61,53,85,58,53,70,60,87,90,58,42,85,43,88,88,1,41,1,5,,6,6,none
2/27/19 11:08,2/27/19 11:12,0,24.53.64.226,100,234,1,2/27/19 11:12,R_1OxciqXhnQGU0HA,,,,,37.26100159,-79.23169708,anonymous,EN,1,76,56,15,59,38,28,70,53,50,50,21,51,45,26,31,71,10,6,45,15,30,92,40,77,10,23,32,51,29,45,36,45,56,39,83,18,51,36,4,74,70,26,1,33,2,5,,2,5,
2/27/19 11:08,2/27/19 11:12,0,71.237.59.12,100,218,1,2/27/19 11:12,R_VUdtbUp3e4D7GkF,,,,,39.96359253,-104.9072037,anonymous,EN,1,41,53,20,53,36,16,56,44,53,52,31,52,52,14,51,36,3,6,57,10,50,77,51,30,40,47,9,51,52,51,52,45,52,52,52,47,35,51,4,46,25,47,1,57,1,5,,7,7,none
2/27/19 11:07,2/27/19 11:12,0,174.240.130.48,100,247,1,2/27/19 11:12,R_Tkmsrn047arGMUN,,,,,30.30639648,-90.94270325,anonymous,EN,1,79,61,9,61,50,19,70,50,71,71,30,40,72,10,49,20,40,6,71,51,40,91,51,18,51,49,28,70,10,69,61,30,83,59,9,30,61,51,4,79,29,40,1,55,1,5,,6,6,
2/27/19 11:08,2/27/19 11:12,0,135.26.144.25,100,222,1,2/27/19 11:12,R_2rNhrUpEQjrRIkU,,,,,38.76800537,-121.3348999,anonymous,EN,1,49,29,24,28,30,58,45,41,18,20,4,29,18,58,12,68,8,6,79,19,18,81,14,54,4,8,64,29,6,22,19,7,46,11,56,5,57,10,4,65,39,12,1,42,2,5,,6,6,
2/27/19 11:08,2/27/19 11:12,0,71.40.11.54,100,230,1,2/27/19 11:12,R_vvgLPhsCOMjnU6l,,,,,29.57159424,-95.09980011,anonymous,EN,1,81,41,73,32,14,70,40,32,38,29,20,20,32,64,28,70,28,6,84,67,42,78,33,41,37,49,74,45,44,20,25,35,41,31,75,37,70,59,4,74,61,45,1,30,1,3,,2,3,
